"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"J","uss","3","1978","177","162","194","50","1","138","272","217","347","0.44"
"J","uss","3","1979","251","140","329","15","1","95","353","324","366","0.52"
"J","uss","3","1980","150","114","201","9","1","12","245","210","272","0.44"
"J","uss","3","1981","173","144","197","113","101","126","357","342","366","0.46"
"J","uss","3","1982","163","153","174","58","1","138","226","190","311","0.36"
"J","uss","3","1983","197","184","211","89","1","172","254","218","366","0.29"
"J","uss","3","1984","219","172","272","181","153","245","258","189","295","0.19"
"J","uss","3","1985","221","147","260","98","1","210","272","238","366","0.31"
"J","uss","3","1986","172","55","248","86","1","198","234","179","267","0.31"
"J","uss","3","1987","189","166","215","143","136","151","277","239","346","0.32"
"J","uss","3","1988","178","128","330","79","42","106","343","278","366","0.56"
"J","uss","3","1989","189","115","334","79","48","105","342","259","366","0.5"
"J","uss","3","1990","134","70","172","27","1","72","264","252","271","0.58"
"J","uss","3","1991","184","60","319","27","1","131","332","219","366","0.66"
"J","uss","3","1992","280","240","336","165","1","255","352","302","366","0.37"
"J","uss","3","1993","245","17","355","1","1","1","365","366","366","0.79"
"J","uss","3","1994","147","70","330","29","1","70","352","302","366","0.68"
"J","uss","3","1995","76","12","319","1","1","1","362","366","366","0.82"
"J","uss","3","1996","134","79","152","16","1","49","358","366","366","0.67"
"J","uss","3","1997","52","18","83","1","1","1","353","318","366","0.77"
"J","uss","3","1998","278","227","332","44","16","69","359","343","366","0.78"
"J","uss","3","1999","203","142","265","85","13","107","336","280","366","0.61"
"J","uss","3","2000","102","68","130","22","1","56","311","218","366","0.65"
"J","uss","3","2001","87","24","142","3","1","3","320","295","343","0.8"
"J","uss","3","2002","146","110","180","37","24","53","324","293","366","0.75"
"J","uss","3","2003","121","88","163","29","19","38","345","325","366","0.81"
"J","uss","3","2004","177","128","213","25","1","56","326","314","339","0.79"
"J","uss","3","2005","225","144","275","33","1","68","348","334","366","0.82"
"J","uss","3","2006","211","165","250","5","1","1","330","320","339","0.77"
"J","uss","3","2007","205","83","286","14","1","38","348","333","366","0.88"
"J","uss","3","2008","144","102","182","22","1","47","342","299","366","0.78"
"J","uss","3","2009","211","85","258","18","1","44","345","316","366","0.77"
"J","uss","3","2010","205","183","241","1","1","1","366","366","366","0.83"
"J","uss","3","2011","213","189","241","1","1","1","363","350","366","0.8"
"J","uss","3","2012","187","173","200","28","1","65","357","333","366","0.68"
"J","uss","3","2013","197","25","275","2","1","1","338","301","366","0.59"
"J","uss","3","2014","219","202","240","1","1","1","365","366","366","0.77"
"J","uss","3","2015","211","197","233","1","1","1","362","351","366","0.84"
"J","uss","3","2016","128","16","305","1","1","1","365","364","366","0.81"
"J","uss","3","2017","207","62","322","17","6","27","358","350","366","0.68"
