"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"J","uss","2","peak","1.04","0.65","1.44"
"J","uss","2","first","-0.74","-0.88","-0.58"
"J","uss","2","last","1.12","0.96","1.28"
"J","uss","2","peak.20012016","5.78","3.73","8.19"
"J","uss","2","first.20012016","1.11","0.93","1.2"
"J","uss","2","last.20012016","0.48","0.31","0.67"
