"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"J","uss","2","peak","1.01","0.6","1.43","-0.19","2.18"
"J","uss","2","first","-0.35","-0.44","-0.27","-0.59","-0.1"
"J","uss","2","last","0.49","0.43","0.55","0.29","0.68"
"J","uss","2","peak.20012016","6.49","3.96","9.48","-4.05","14.9"
"J","uss","2","first.20012016","0.67","0.57","0.76","0.38","0.94"
"J","uss","2","last.20012016","0.18","0.03","0.28","-0.02","0.5"
