"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"L","ps","1","peak","1.07","0.71","1.43","0.41","1.65"
"L","ps","1","first","1.59","0.58","2.52","-0.23","3.26"
"L","ps","1","last","1.11","-0.05","2.26","-0.82","2.83"
"L","ps","1","peak.20012016","-0.47","-1.42","0.57","-2.21","1.58"
"L","ps","1","first.20012016","1.42","-0.37","3.4","-1.74","4.54"
"L","ps","1","last.20012016","-1.72","-2.64","-0.78","-3.41","-0.14"
