"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"K","ps","1","1978","219","214","220","233","208","218","247","219","229","0.04"
"K","ps","1","1979","272","256","290","272","183","354","291","210","366","0.01"
"K","ps","1","1980","274","255","291","256","183","338","281","198","366","0.01"
"K","ps","1","1981","219","203","221","196","183","183","266","202","366","0.13"
"K","ps","1","1982","280","270","288","262","256","270","298","288","309","0.15"
"K","ps","1","1983","276","257","294","280","183","347","321","284","366","0.03"
"K","ps","1","1984","273","254","292","266","183","339","307","262","366","0.05"
"K","ps","1","1985","218","196","226","184","183","183","259","205","366","0.23"
"K","ps","1","1986","273","257","289","221","183","252","259","207","300","0.04"
"K","ps","1","1987","272","255","289","235","183","255","279","253","294","0.04"
"K","ps","1","1988","281","261","302","268","200","314","336","318","366","0.14"
"K","ps","1","1989","268","264","271","253","247","260","282","278","284","0.13"
"K","ps","1","1990","248","236","265","204","183","229","281","265","289","0.32"
"K","ps","1","1991","271","265","278","249","238","262","292","285","298","0.2"
"K","ps","1","1992","272","254","288","236","183","291","282","207","366","0.05"
"K","ps","1","1993","271","253","289","208","183","215","266","219","292","0.1"
"K","ps","1","1994","269","250","289","199","183","183","249","222","265","0.1"
"K","ps","1","1995","274","254","295","201","183","183","249","216","255","0.09"
"K","ps","1","1996","273","249","298","212","183","238","325","291","366","0.44"
"K","ps","1","1997","302","240","349","232","183","284","364","366","366","0.5"
"K","ps","1","1998","292","284","308","234","191","262","343","335","348","0.57"
"K","ps","1","1999","295","279","320","214","183","249","359","350","366","0.75"
"K","ps","1","2000","283","238","323","202","183","209","365","366","366","0.76"
"K","ps","1","2001","269","229","313","200","183","209","351","339","366","0.72"
"K","ps","1","2002","304","285","325","264","254","288","335","332","343","0.29"
"K","ps","1","2003","312","304","321","263","255","275","356","354","358","0.47"
"K","ps","1","2004","281","251","315","208","183","244","366","366","366","0.78"
"K","ps","1","2005","291","263","320","242","183","298","301","274","335","0.19"
"K","ps","1","2006","344","337","352","296","287","308","366","366","366","0.36"
"K","ps","1","2007","342","356","360","275","183","336","366","366","366","0.26"
"K","ps","1","2008","278","271","287","243","228","265","325","302","346","0.34"
"K","ps","1","2009","328","319","340","297","284","315","349","345","352","0.2"
"K","ps","1","2010","286","267","316","227","183","256","357","353","366","0.55"
"K","ps","1","2011","292","250","336","238","216","260","364","366","366","0.55"
"K","ps","1","2012","332","325","340","285","286","305","365","365","366","0.33"
"K","ps","1","2013","293","284","298","265","262","279","365","366","366","0.28"
"K","ps","1","2014","327","325","336","282","270","302","353","350","357","0.3"
"K","ps","1","2015","292","265","320","215","183","212","363","366","366","0.29"
"K","ps","1","2016","294","291","298","269","269","276","365","366","366","0.28"
"K","ps","1","2017","335","330","344","289","297","309","364","365","366","0.27"
