"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"L","uss","2","1978","213","204","220","186","182","192","302","303","303","0.23"
"L","uss","2","1979","204","193","213","180","172","192","269","219","303","0.17"
"L","uss","2","1980","253","210","286","209","179","256","291","275","303","0.2"
"L","uss","2","1981","245","217","266","169","92","204","283","273","294","0.28"
"L","uss","2","1982","230","219","241","207","191","222","250","241","260","0.13"
"L","uss","2","1983","242","199","263","175","166","183","281","272","290","0.27"
"L","uss","2","1984","218","197","268","178","172","188","290","263","303","0.25"
"L","uss","2","1985","218","202","231","181","173","194","257","237","303","0.19"
"L","uss","2","1986","249","210","271","197","165","242","278","262","303","0.21"
"L","uss","2","1987","220","186","251","181","164","202","260","234","288","0.2"
"L","uss","2","1988","218","188","259","162","156","176","299","303","303","0.32"
"L","uss","2","1989","197","155","220","166","138","196","231","208","258","0.18"
"L","uss","2","1990","197","175","212","143","126","158","285","250","303","0.37"
"L","uss","2","1991","201","194","209","177","168","187","224","216","233","0.17"
"L","uss","2","1992","253","225","284","161","153","174","300","293","303","0.56"
"L","uss","2","1993","233","210","267","159","155","163","293","273","303","0.6"
"L","uss","2","1994","218","183","245","150","146","154","285","270","303","0.45"
"L","uss","2","1995","184","173","194","147","141","152","261","241","285","0.36"
"L","uss","2","1996","233","220","249","179","172","187","281","270","303","0.34"
"L","uss","2","1997","186","173","208","148","144","151","288","270","303","0.47"
"L","uss","2","1998","236","223","248","148","145","152","288","281","296","0.59"
"L","uss","2","1999","261","237","286","168","165","172","303","303","303","0.57"
"L","uss","2","2000","221","190","260","156","153","160","291","281","303","0.5"
"L","uss","2","2001","236","204","265","147","144","151","302","301","303","0.68"
"L","uss","2","2002","235","217","252","135","130","141","296","287","303","0.69"
"L","uss","2","2003","233","192","279","150","147","154","303","303","303","0.67"
"L","uss","2","2004","271","249","292","158","154","164","303","303","303","0.64"
"L","uss","2","2005","269","240","291","142","137","146","303","303","303","0.62"
"L","uss","2","2006","243","234","252","145","137","154","288","282","294","0.52"
"L","uss","2","2007","269","233","293","154","151","158","303","303","303","0.56"
"L","uss","2","2008","231","201","266","157","154","160","303","303","303","0.65"
"L","uss","2","2009","242","216","267","145","140","152","303","303","303","0.67"
"L","uss","2","2010","254","221","286","131","123","140","303","303","303","0.74"
"L","uss","2","2011","220","198","257","112","92","144","291","287","295","0.62"
"L","uss","2","2012","227","188","289","134","123","148","303","303","303","0.62"
"L","uss","2","2013","221","198","242","146","142","150","295","288","303","0.64"
"L","uss","2","2014","191","182","200","152","147","157","303","303","303","0.51"
"L","uss","2","2015","274","255","294","120","92","139","303","303","303","0.75"
"L","uss","2","2016","231","207","256","158","150","166","301","294","303","0.46"
"L","uss","2","2017","244","225","261","159","148","173","302","300","303","0.49"
