"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"J","uss","2","peak","1.07","0.29","1.81"
"J","uss","2","first","-0.76","-1.05","-0.48"
"J","uss","2","last","1.12","0.83","1.44"
