"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"J","ps","1","peak","1.18","0.45","1.85","0.33","1.97"
"J","ps","1","first","0.23","-0.63","1.07","-0.81","1.21"
"J","ps","1","last","1.87","1.09","2.57","0.88","2.69"
"J","ps","1","peak.20012016","0.6","-2.32","3.44","-2.88","3.95"
"J","ps","1","first.20012016","1.72","-0.48","3.87","-0.9","4.27"
"J","ps","1","last.20012016","-0.08","-0.94","0.8","-1.13","0.97"
