"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"J","uss","2","peak","1.01","0.26","1.71","-0.19","2.18"
"J","uss","2","first","-0.35","-0.5","-0.21","-0.59","-0.1"
"J","uss","2","last","0.49","0.39","0.6","0.29","0.68"
"J","uss","2","peak.20012016","6.49","0.95","11.28","-4.05","14.9"
"J","uss","2","first.20012016","0.67","0.5","0.83","0.38","0.94"
"J","uss","2","last.20012016","0.18","0.02","0.37","-0.02","0.5"
