"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"J","ps","1","peak","1.18","0.45","1.85","0.33","1.97"
"J","ps","1","first","0.56","-0.62","1.74","-0.84","1.95"
"J","ps","1","last","0.94","-0.22","2.01","-0.41","2.19"
"J","ps","1","peak.20012016","0.6","-2.32","3.44","-2.88","3.95"
"J","ps","1","first.20012016","2.47","-0.22","5.17","-0.76","5.62"
"J","ps","1","last.20012016","-1","-3.15","0.98","-3.51","1.36"
