"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"K","ps","1","1978","219","214","223","233","208","348","247","219","366","0.04"
"K","ps","1","1979","272","256","304","272","183","362","291","210","366","0.01"
"K","ps","1","1980","274","255","309","256","183","360","281","198","366","0.01"
"K","ps","1","1981","219","203","235","196","183","206","266","202","366","0.13"
"K","ps","1","1982","280","270","295","262","256","276","298","288","315","0.15"
"K","ps","1","1983","276","257","307","280","183","357","321","284","366","0.03"
"K","ps","1","1984","273","254","305","266","183","351","307","262","366","0.05"
"K","ps","1","1985","218","196","250","184","183","183","259","205","366","0.23"
"K","ps","1","1986","273","257","302","221","183","288","259","207","366","0.04"
"K","ps","1","1987","272","255","304","235","183","305","279","253","366","0.04"
"K","ps","1","1988","281","261","320","268","200","336","336","318","366","0.14"
"K","ps","1","1989","268","264","274","253","247","264","282","278","287","0.13"
"K","ps","1","1990","248","236","272","204","183","249","281","265","304","0.32"
"K","ps","1","1991","271","265","282","249","238","267","292","285","304","0.2"
"K","ps","1","1992","272","254","305","236","183","329","282","207","366","0.05"
"K","ps","1","1993","271","253","307","208","183","270","266","219","366","0.1"
"K","ps","1","1994","269","250","303","199","183","241","249","222","293","0.1"
"K","ps","1","1995","274","254","311","201","183","251","249","216","327","0.09"
"K","ps","1","1996","273","249","316","212","183","270","325","291","366","0.44"
"K","ps","1","1997","302","240","355","232","183","329","364","366","366","0.5"
"K","ps","1","1998","292","284","315","234","191","271","343","335","366","0.57"
"K","ps","1","1999","295","279","336","214","183","272","359","350","366","0.75"
"K","ps","1","2000","283","238","342","202","183","252","365","366","366","0.76"
"K","ps","1","2001","269","229","327","200","183","245","351","339","366","0.72"
"K","ps","1","2002","304","285","330","264","254","306","335","332","346","0.29"
"K","ps","1","2003","312","304","327","263","255","280","356","354","360","0.47"
"K","ps","1","2004","281","251","338","208","183","255","366","366","366","0.78"
"K","ps","1","2005","291","263","329","242","183","318","301","274","349","0.19"
"K","ps","1","2006","344","337","358","296","287","313","366","366","366","0.36"
"K","ps","1","2007","342","356","360","275","183","340","366","366","366","0.26"
"K","ps","1","2008","278","271","294","243","228","273","325","302","353","0.34"
"K","ps","1","2009","328","319","342","297","284","325","349","345","359","0.2"
"K","ps","1","2010","286","267","342","227","183","263","357","353","366","0.55"
"K","ps","1","2011","292","250","348","238","216","270","364","366","366","0.55"
"K","ps","1","2012","332","325","346","285","286","310","365","365","366","0.33"
"K","ps","1","2013","293","284","302","265","262","287","365","366","366","0.28"
"K","ps","1","2014","327","325","339","282","270","309","353","350","360","0.3"
"K","ps","1","2015","292","265","349","215","183","304","363","366","366","0.29"
"K","ps","1","2016","294","291","300","269","269","278","365","366","366","0.28"
"K","ps","1","2017","335","330","348","289","297","312","364","365","366","0.27"
