"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"J","ps","1","peak","1.17","0.63","1.66","0.33","1.93"
"J","ps","1","first","0.53","-0.35","1.37","-0.81","1.82"
"J","ps","1","last","0.95","0.13","1.82","-0.32","2.27"
"J","ps","1","peak.20012016","0.45","-1.67","2.6","-2.81","4.09"
"J","ps","1","first.20012016","2.44","0.44","4.46","-0.59","5.51"
"J","ps","1","last.20012016","-1.23","-2.93","0.37","-3.6","1.09"
