"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"K","uss","2","peak","0.93","0.63","1.24","0.01","1.78"
"K","uss","2","first","-0.33","-0.58","-0.07","-1.09","0.42"
"K","uss","2","last","0.65","0.42","0.85","0.09","1.3"
"K","uss","2","peak.20012016","1.31","0.42","2.24","-1.43","3.91"
"K","uss","2","first.20012016","0.82","0.29","1.55","-0.8","2.63"
"K","uss","2","last.20012016","-1","-1.57","-0.57","-2.05","1.06"
