"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"K","ps","1","1978","219","210","224","251","204","358","263","214","366","0.04"
"K","ps","1","1979","272","235","309","274","183","364","294","190","366","0.01"
"K","ps","1","1980","274","238","314","255","183","361","281","186","366","0.01"
"K","ps","1","1981","219","194","243","197","183","215","267","193","366","0.13"
"K","ps","1","1982","280","263","298","263","250","280","295","272","313","0.15"
"K","ps","1","1983","276","240","311","283","183","359","324","207","366","0.03"
"K","ps","1","1984","273","237","311","269","183","356","310","202","366","0.05"
"K","ps","1","1985","218","191","264","184","183","183","256","201","366","0.23"
"K","ps","1","1986","273","237","306","218","183","300","256","192","366","0.04"
"K","ps","1","1987","272","236","307","233","183","309","276","217","366","0.04"
"K","ps","1","1988","281","238","326","269","183","342","337","247","366","0.14"
"K","ps","1","1989","268","261","275","255","244","267","280","275","285","0.13"
"K","ps","1","1990","248","212","273","203","183","252","279","255","310","0.32"
"K","ps","1","1991","271","257","283","250","226","270","291","279","304","0.2"
"K","ps","1","1992","272","236","310","238","183","339","282","191","366","0.05"
"K","ps","1","1993","271","229","314","207","183","285","264","196","366","0.1"
"K","ps","1","1994","269","221","308","196","183","239","246","202","295","0.1"
"K","ps","1","1995","274","226","316","198","183","271","246","197","330","0.09"
"K","ps","1","1996","273","222","322","212","183","278","324","248","366","0.44"
"K","ps","1","1997","302","206","356","235","183","339","363","366","366","0.5"
"K","ps","1","1998","292","258","316","235","183","275","342","330","366","0.57"
"K","ps","1","1999","295","231","342","215","183","279","359","340","366","0.75"
"K","ps","1","2000","283","202","347","203","183","262","365","366","366","0.76"
"K","ps","1","2001","269","202","331","200","183","251","346","313","366","0.72"
"K","ps","1","2002","304","271","331","267","183","312","331","309","345","0.29"
"K","ps","1","2003","312","295","328","264","248","284","354","349","359","0.47"
"K","ps","1","2004","281","212","342","209","183","258","366","366","366","0.78"
"K","ps","1","2005","291","236","332","231","183","320","288","237","366","0.19"
"K","ps","1","2006","344","329","358","300","277","318","366","366","366","0.36"
"K","ps","1","2007","342","350","360","282","183","343","366","366","366","0.26"
"K","ps","1","2008","278","260","296","244","183","278","314","290","351","0.34"
"K","ps","1","2009","328","300","343","305","278","333","345","336","358","0.2"
"K","ps","1","2010","286","254","345","229","183","267","356","326","366","0.55"
"K","ps","1","2011","292","235","352","242","202","278","364","355","366","0.55"
"K","ps","1","2012","332","320","347","294","241","316","364","359","366","0.33"
"K","ps","1","2013","293","277","303","272","255","296","362","366","366","0.28"
"K","ps","1","2014","327","317","340","287","242","315","351","345","358","0.3"
"K","ps","1","2015","292","199","355","227","183","348","360","366","366","0.29"
"K","ps","1","2016","294","288","301","271","267","280","364","366","366","0.28"
"K","ps","1","2017","335","319","349","294","183","320","363","355","366","0.27"
