"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"L","ps","1","peak","1.07","0.87","1.29","0.41","1.65"
"L","ps","1","first","1.5","1.02","2.01","0.01","2.9"
"L","ps","1","last","1.28","0.72","1.9","-0.47","2.79"
"L","ps","1","peak.20012016","-0.47","-1.03","0.03","-2.21","1.58"
"L","ps","1","first.20012016","1.36","0.29","2.41","-1.52","4.26"
"L","ps","1","last.20012016","-1.64","-2.09","-1.16","-3.04","-0.29"
