"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"L","uss","2","1978","213","207","217","180","179","185","303","303","303","0.23"
"L","uss","2","1979","204","197","207","171","170","180","282","246","303","0.17"
"L","uss","2","1980","253","224","278","182","174","187","297","295","303","0.2"
"L","uss","2","1981","246","228","262","145","92","178","289","283","295","0.28"
"L","uss","2","1982","230","225","237","195","187","204","257","250","261","0.13"
"L","uss","2","1983","242","227","259","166","162","171","286","280","290","0.27"
"L","uss","2","1984","216","202","216","170","169","178","297","298","303","0.25"
"L","uss","2","1985","218","211","227","171","169","178","264","248","278","0.19"
"L","uss","2","1986","250","245","265","167","158","174","286","275","303","0.21"
"L","uss","2","1987","220","201","238","164","159","170","276","266","285","0.2"
"L","uss","2","1988","220","195","238","151","151","162","302","303","303","0.32"
"L","uss","2","1989","197","186","214","145","135","150","248","232","257","0.18"
"L","uss","2","1990","197","184","205","132","124","145","294","288","303","0.37"
"L","uss","2","1991","202","198","206","173","169","179","229","223","233","0.17"
"L","uss","2","1992","253","236","271","153","151","164","300","303","303","0.56"
"L","uss","2","1993","227","214","238","157","155","161","292","279","303","0.55"
"L","uss","2","1994","219","202","236","146","144","149","289","278","303","0.45"
"L","uss","2","1995","183","176","186","142","139","145","271","259","279","0.36"
"L","uss","2","1996","233","223","242","172","169","177","286","276","298","0.35"
"L","uss","2","1997","185","176","190","144","142","147","294","284","303","0.47"
"L","uss","2","1998","236","230","245","144","142","146","290","285","293","0.59"
"L","uss","2","1999","261","248","275","165","163","168","303","303","303","0.57"
"L","uss","2","2000","222","198","250","152","150","155","293","287","303","0.51"
"L","uss","2","2001","234","214","252","144","142","146","303","303","303","0.68"
"L","uss","2","2002","238","227","248","125","121","131","299","296","303","0.72"
"L","uss","2","2003","227","199","254","146","145","149","302","303","303","0.66"
"L","uss","2","2004","270","256","285","144","141","150","303","303","303","0.66"
"L","uss","2","2005","266","251","281","137","135","140","303","303","303","0.63"
"L","uss","2","2006","243","238","249","132","128","139","292","287","295","0.54"
"L","uss","2","2007","266","263","287","151","149","153","303","303","303","0.56"
"L","uss","2","2008","227","207","247","154","153","156","303","303","303","0.64"
"L","uss","2","2009","242","227","257","139","138","145","303","303","303","0.67"
"L","uss","2","2010","255","233","276","124","120","130","303","303","303","0.75"
"L","uss","2","2011","220","203","231","104","92","121","294","291","297","0.62"
"L","uss","2","2012","221","193","271","125","119","133","303","303","303","0.62"
"L","uss","2","2013","216","208","224","146","145","149","296","293","300","0.66"
"L","uss","2","2014","191","185","195","148","145","152","303","303","303","0.51"
"L","uss","2","2015","271","260","286","109","92","122","303","303","303","0.75"
"L","uss","2","2016","229","213","244","152","148","156","302","303","303","0.45"
"L","uss","2","2017","244","233","255","150","145","158","303","303","303","0.49"
