"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"L","uss","2","peak","0.21","-0.05","0.47"
"L","uss","2","first","-1.8","-2.09","-1.52"
"L","uss","2","last","1.04","0.8","1.27"
"L","uss","2","peak.20012016","-1","-1.96","-0.01"
"L","uss","2","first.20012016","0.54","0.23","0.87"
"L","uss","2","last.20012016","-0.2","-0.41","0.03"
