"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"K","ps","1","peak","1.75","1.44","2.27","0.76","2.62"
"K","ps","1","first","1.62","1.1","2.52","0.05","3.15"
"K","ps","1","last","2.75","2.21","3.69","1.21","4.2"
"K","ps","1","peak.20012016","1.59","0.35","3.75","-1.97","5.67"
"K","ps","1","first.20012016","2.35","1.1","4.49","-1.4","6.04"
"K","ps","1","last.20012016","1.27","0.64","2.33","-0.42","3.36"
