"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"K","ps","1","peak","1.75","1.13","2.32","0.76","2.62"
"K","ps","1","first","1.62","0.57","2.62","0.05","3.15"
"K","ps","1","last","2.75","1.72","3.78","1.21","4.2"
"K","ps","1","peak.20012016","1.59","-0.63","4.11","-1.97","5.67"
"K","ps","1","first.20012016","2.35","-0.01","4.73","-1.4","6.04"
"K","ps","1","last.20012016","1.27","0.3","2.49","-0.42","3.36"
