"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"K","uss","2","1978","209","197","221","192","186","203","300","303","303","0.2"
"K","uss","2","1979","192","183","197","175","98","187","298","303","303","0.21"
"K","uss","2","1980","212","189","220","203","180","213","274","216","303","0.2"
"K","uss","2","1981","215","196","254","158","92","211","229","205","262","0.25"
"K","uss","2","1982","240","230","252","234","224","249","254","238","303","0.12"
"K","uss","2","1983","199","188","209","148","92","179","237","217","266","0.32"
"K","uss","2","1984","212","178","288","165","159","172","297","290","303","0.37"
"K","uss","2","1985","183","170","194","155","153","162","272","219","303","0.38"
"K","uss","2","1986","170","161","177","149","146","153","273","213","303","0.39"
"K","uss","2","1987","191","175","209","154","152","160","294","279","303","0.52"
"K","uss","2","1988","182","172","185","155","153","158","301","303","303","0.45"
"K","uss","2","1989","177","162","195","150","143","156","255","199","303","0.33"
"K","uss","2","1990","196","184","202","155","117","174","269","257","279","0.42"
"K","uss","2","1991","178","169","187","140","137","144","218","213","226","0.37"
"K","uss","2","1992","238","221","257","203","123","244","267","246","303","0.24"
"K","uss","2","1993","253","231","292","122","92","208","289","264","303","0.54"
"K","uss","2","1994","179","173","187","157","153","162","242","201","303","0.33"
"K","uss","2","1995","210","154","244","140","136","143","263","255","270","0.47"
"K","uss","2","1996","173","168","179","152","149","155","263","246","303","0.39"
"K","uss","2","1997","196","150","295","135","131","139","303","303","303","0.64"
"K","uss","2","1998","253","192","286","149","146","152","296","281","303","0.61"
"K","uss","2","1999","231","214","249","167","165","171","270","263","279","0.43"
"K","uss","2","2000","184","178","189","166","163","169","248","211","282","0.3"
"K","uss","2","2001","191","159","230","138","135","141","285","278","292","0.64"
"K","uss","2","2002","198","166","237","143","140","146","284","273","303","0.64"
"K","uss","2","2003","201","182","226","154","152","156","298","281","303","0.64"
"K","uss","2","2004","227","215","240","189","187","191","301","296","303","0.52"
"K","uss","2","2005","251","240","263","150","149","156","292","288","297","0.57"
"K","uss","2","2006","226","198","250","165","160","172","285","274","303","0.53"
"K","uss","2","2007","263","215","293","184","182","190","303","303","303","0.46"
"K","uss","2","2008","279","216","294","166","161","171","303","303","303","0.57"
"K","uss","2","2009","240","202","276","123","112","130","295","290","302","0.71"
"K","uss","2","2010","282","266","296","111","92","159","303","303","303","0.69"
"K","uss","2","2011","207","189","242","167","165","169","302","300","303","0.62"
"K","uss","2","2012","263","236","288","111","92","156","302","303","303","0.59"
"K","uss","2","2013","255","242","271","203","188","223","301","294","303","0.41"
"K","uss","2","2014","236","200","286","147","92","184","303","303","303","0.55"
"K","uss","2","2015","212","193","234","163","160","165","299","292","303","0.63"
"K","uss","2","2016","270","247","290","184","148","223","302","298","303","0.43"
"K","uss","2","2017","183","176","185","174","168","178","195","181","241","0.13"
