"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"K","uss","2","1978","210","198","222","191","186","203","300","303","303","0.21"
"K","uss","2","1979","191","183","195","177","171","186","297","303","303","0.21"
"K","uss","2","1980","212","188","220","201","179","214","267","213","303","0.2"
"K","uss","2","1981","214","196","254","162","92","210","229","205","263","0.25"
"K","uss","2","1982","240","229","253","235","223","249","254","238","289","0.13"
"K","uss","2","1983","199","187","208","145","92","178","237","216","266","0.32"
"K","uss","2","1984","209","178","288","166","161","172","297","289","303","0.36"
"K","uss","2","1985","183","170","191","156","153","161","271","220","303","0.37"
"K","uss","2","1986","170","161","178","150","147","153","274","215","303","0.39"
"K","uss","2","1987","192","174","208","155","152","160","295","278","303","0.52"
"K","uss","2","1988","180","170","184","156","153","158","301","303","303","0.45"
"K","uss","2","1989","176","162","190","150","143","156","254","197","303","0.32"
"K","uss","2","1990","195","184","202","154","117","173","270","257","281","0.42"
"K","uss","2","1991","177","166","189","138","132","144","219","212","227","0.38"
"K","uss","2","1992","250","233","285","181","92","238","290","259","303","0.43"
"K","uss","2","1993","245","229","281","120","92","209","291","265","303","0.55"
"K","uss","2","1994","179","171","186","157","154","161","239","201","303","0.32"
"K","uss","2","1995","210","154","244","140","136","143","263","254","269","0.47"
"K","uss","2","1996","174","168","180","152","150","155","262","247","303","0.39"
"K","uss","2","1997","191","151","293","135","131","138","303","303","303","0.64"
"K","uss","2","1998","252","188","287","149","146","152","296","281","303","0.61"
"K","uss","2","1999","232","215","248","168","165","172","272","263","282","0.43"
"K","uss","2","2000","184","178","190","166","163","169","248","212","281","0.31"
"K","uss","2","2001","187","158","229","138","136","141","286","279","294","0.64"
"K","uss","2","2002","194","165","235","142","140","146","283","273","303","0.64"
"K","uss","2","2003","205","181","230","154","152","157","298","282","303","0.63"
"K","uss","2","2004","226","216","238","188","186","191","302","297","303","0.52"
"K","uss","2","2005","252","240","263","151","149","156","292","288","297","0.57"
"K","uss","2","2006","227","200","250","163","158","171","284","274","303","0.53"
"K","uss","2","2007","257","212","294","184","182","189","303","303","303","0.47"
"K","uss","2","2008","277","197","296","167","162","171","303","303","303","0.57"
"K","uss","2","2009","242","201","276","121","105","131","296","291","302","0.72"
"K","uss","2","2010","273","231","293","106","92","158","303","303","303","0.69"
"K","uss","2","2011","208","189","246","167","165","169","302","299","303","0.61"
"K","uss","2","2012","264","238","286","112","92","157","302","302","303","0.57"
"K","uss","2","2013","254","240","274","202","188","223","301","295","303","0.41"
"K","uss","2","2014","232","199","285","148","92","184","302","300","303","0.55"
"K","uss","2","2015","214","195","233","163","160","165","299","292","303","0.63"
"K","uss","2","2016","269","248","286","180","148","222","302","298","303","0.43"
"K","uss","2","2017","186","176","225","175","168","179","201","182","249","0.13"
