"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"J","ps","1","peak","-0.25","-0.66","0.17"
"J","ps","1","first","-0.7","-1.08","-0.32"
"J","ps","1","last","0.52","0.12","0.91"
