"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"K","uss","2","1978","211","198","221","192","186","201","300","303","303","0.2"
"K","uss","2","1979","190","184","193","178","172","184","298","303","303","0.21"
"K","uss","2","1980","213","189","219","201","180","209","265","216","303","0.19"
"K","uss","2","1981","215","199","253","162","92","208","233","212","262","0.25"
"K","uss","2","1982","240","230","251","233","224","245","252","239","263","0.13"
"K","uss","2","1983","199","188","208","146","92","178","238","217","265","0.32"
"K","uss","2","1984","211","179","286","166","162","172","298","291","303","0.36"
"K","uss","2","1985","181","171","189","156","154","161","268","223","303","0.37"
"K","uss","2","1986","170","161","175","149","147","153","275","218","303","0.39"
"K","uss","2","1987","191","175","204","155","153","159","294","280","303","0.52"
"K","uss","2","1988","179","171","183","155","154","158","301","303","303","0.46"
"K","uss","2","1989","175","162","183","150","144","156","256","201","303","0.33"
"K","uss","2","1990","195","184","199","154","119","172","269","260","279","0.41"
"K","uss","2","1991","179","168","189","129","92","143","238","214","303","0.51"
"K","uss","2","1992","249","230","281","179","126","236","288","259","303","0.44"
"K","uss","2","1993","249","235","282","121","92","205","292","267","303","0.56"
"K","uss","2","1994","180","172","186","157","154","161","240","202","303","0.32"
"K","uss","2","1995","209","155","243","140","137","143","262","255","268","0.47"
"K","uss","2","1996","173","168","179","152","150","155","262","249","303","0.39"
"K","uss","2","1997","190","151","291","135","132","138","303","303","303","0.64"
"K","uss","2","1998","251","193","282","149","146","151","296","282","303","0.61"
"K","uss","2","1999","231","216","247","168","165","171","271","264","279","0.43"
"K","uss","2","2000","184","179","189","166","164","169","248","214","279","0.3"
"K","uss","2","2001","187","159","226","138","136","141","290","280","303","0.65"
"K","uss","2","2002","192","165","233","143","141","146","285","274","303","0.64"
"K","uss","2","2003","203","183","223","154","152","157","299","288","303","0.64"
"K","uss","2","2004","225","216","234","189","187","191","302","299","303","0.51"
"K","uss","2","2005","252","242","262","150","150","155","293","289","297","0.57"
"K","uss","2","2006","227","203","246","166","164","173","284","274","303","0.52"
"K","uss","2","2007","257","213","293","188","185","193","303","303","303","0.45"
"K","uss","2","2008","276","266","296","167","163","171","303","303","303","0.57"
"K","uss","2","2009","243","205","275","121","108","130","296","291","301","0.72"
"K","uss","2","2010","273","247","291","107","92","158","303","303","303","0.69"
"K","uss","2","2011","208","189","244","167","166","169","302","300","303","0.61"
"K","uss","2","2012","265","246","284","111","92","146","302","303","303","0.57"
"K","uss","2","2013","254","243","268","202","189","223","301","298","303","0.43"
"K","uss","2","2014","232","200","283","150","92","183","302","301","303","0.55"
"K","uss","2","2015","214","198","230","162","160","165","300","295","303","0.64"
"K","uss","2","2016","271","254","286","178","148","222","302","299","303","0.44"
"K","uss","2","2017","185","177","185","175","169","177","200","183","247","0.13"
