"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"J","uss","2","1978","179","172","186","124","92","142","293","303","303","0.47"
"J","uss","2","1979","142","108","150","93","92","92","302","303","303","0.67"
"J","uss","2","1980","158","144","162","109","92","120","256","236","271","0.53"
"J","uss","2","1981","156","149","163","106","92","117","278","256","303","0.59"
"J","uss","2","1982","163","158","167","130","127","138","223","199","239","0.4"
"J","uss","2","1983","197","192","204","146","124","170","236","223","243","0.4"
"J","uss","2","1984","213","177","260","168","160","170","275","269","294","0.32"
"J","uss","2","1985","220","213","249","118","92","129","285","266","303","0.51"
"J","uss","2","1986","209","168","248","154","135","163","252","250","264","0.35"
"J","uss","2","1987","188","169","203","142","139","147","266","255","274","0.47"
"J","uss","2","1988","144","131","148","98","92","103","295","296","303","0.65"
"J","uss","2","1989","160","123","221","100","92","105","258","251","263","0.54"
"J","uss","2","1990","118","105","126","92","92","92","263","259","267","0.74"
"J","uss","2","1991","180","172","189","133","126","142","223","217","227","0.41"
"J","uss","2","1992","263","249","279","206","207","238","298","303","303","0.36"
"J","uss","2","1993","263","250","286","95","92","92","302","303","303","0.71"
"J","uss","2","1994","133","127","136","100","92","105","281","268","303","0.62"
"J","uss","2","1995","136","105","125","92","92","92","300","303","303","0.75"
"J","uss","2","1996","115","105","124","92","92","92","265","255","267","0.64"
"J","uss","2","1997","113","105","120","92","92","92","302","303","303","0.7"
"J","uss","2","1998","240","240","277","92","92","92","301","303","303","0.88"
"J","uss","2","1999","180","135","232","100","96","103","275","270","278","0.78"
"J","uss","2","2000","115","105","123","92","92","92","286","280","303","0.73"
"J","uss","2","2001","116","104","122","92","92","92","286","280","290","0.85"
"J","uss","2","2002","137","118","153","92","92","92","291","284","301","0.9"
"J","uss","2","2003","136","112","151","92","92","92","302","303","303","0.92"
"J","uss","2","2004","160","140","183","92","92","92","302","303","303","0.97"
"J","uss","2","2005","228","114","289","92","92","92","303","303","303","0.99"
"J","uss","2","2006","198","151","245","98","92","104","301","299","303","0.94"
"J","uss","2","2007","231","184","277","92","92","92","303","303","303","0.97"
"J","uss","2","2008","121","106","131","92","92","92","287","284","289","0.89"
"J","uss","2","2009","238","243","257","95","92","92","293","291","295","0.85"
"J","uss","2","2010","201","192","209","127","124","136","300","300","303","0.78"
"J","uss","2","2011","213","193","230","107","92","117","302","303","303","0.85"
"J","uss","2","2012","185","179","192","110","104","117","301","303","303","0.78"
"J","uss","2","2013","238","154","282","118","110","126","302","303","303","0.62"
"J","uss","2","2014","250","227","276","135","131","140","303","303","303","0.79"
"J","uss","2","2015","216","207","225","92","92","92","298","293","303","0.86"
"J","uss","2","2016","230","217","241","95","92","92","300","298","303","0.72"
"J","uss","2","2017","232","116","293","94","92","92","303","303","303","0.63"
