"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"L","ps","1","peak","1.81","1.21","2.4"
"L","ps","1","first","1.62","0.58","2.62"
"L","ps","1","last","2.77","1.79","3.73"
"L","ps","1","peak.20002016","1.47","-1.06","2.4"
"L","ps","1","first.20002016","2.54","0.14","5.04"
"L","ps","1","last.20002016","2.77","1.79","3.73"
