"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"J","uss","2","peak","0.35","-0.81","1.61","-1.05","1.81"
"J","uss","2","first","-2","-2.77","-1.24","-2.93","-1.11"
"J","uss","2","last","2.23","1.61","2.8","1.5","2.9"
"J","uss","2","peak.20012016","2.78","-1.67","7.92","-2.34","8.7"
"J","uss","2","first.20012016","-1.02","-1.83","-0.27","-2.03","-0.1"
"J","uss","2","last.20012016","1.16","0.39","1.91","0.28","2.08"
