"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"K","uss","2","1978","211","204","219","182","183","188","302","303","303","0.2"
"K","uss","2","1979","190","186","191","166","169","175","301","303","303","0.21"
"K","uss","2","1980","213","206","215","180","175","183","284","278","303","0.19"
"K","uss","2","1981","215","204","234","129","92","163","260","258","266","0.25"
"K","uss","2","1982","240","235","247","217","216","229","260","252","264","0.13"
"K","uss","2","1983","199","194","205","133","92","164","265","260","273","0.32"
"K","uss","2","1984","211","181","276","160","159","165","301","303","303","0.36"
"K","uss","2","1985","181","174","184","152","151","155","282","252","303","0.37"
"K","uss","2","1986","170","163","171","146","145","148","290","277","303","0.39"
"K","uss","2","1987","191","178","196","150","150","154","298","293","303","0.52"
"K","uss","2","1988","179","173","180","153","152","155","303","303","303","0.46"
"K","uss","2","1989","175","164","172","141","137","147","282","277","303","0.33"
"K","uss","2","1990","195","186","195","130","115","161","277","272","281","0.41"
"K","uss","2","1991","179","172","184","128","126","140","240","218","237","0.51"
"K","uss","2","1992","249","240","266","154","134","161","291","278","303","0.44"
"K","uss","2","1993","249","242","265","104","92","110","294","282","303","0.56"
"K","uss","2","1994","180","175","182","153","152","155","267","255","282","0.32"
"K","uss","2","1995","209","158","239","137","136","139","267","264","270","0.47"
"K","uss","2","1996","173","170","176","149","148","151","273","264","274","0.39"
"K","uss","2","1997","190","153","245","132","131","135","303","303","303","0.64"
"K","uss","2","1998","251","252","272","145","144","147","297","291","303","0.61"
"K","uss","2","1999","231","223","239","163","162","165","275","270","278","0.43"
"K","uss","2","2000","184","180","186","163","161","164","275","271","281","0.3"
"K","uss","2","2001","187","162","216","135","134","137","294","288","303","0.65"
"K","uss","2","2002","192","168","222","136","137","141","291","284","301","0.64"
"K","uss","2","2003","203","189","214","150","150","153","302","303","303","0.64"
"K","uss","2","2004","225","219","229","187","186","188","302","303","303","0.51"
"K","uss","2","2005","252","246","258","144","147","151","295","293","298","0.57"
"K","uss","2","2006","227","218","239","156","157","164","291","283","303","0.52"
"K","uss","2","2007","257","218","290","181","182","185","303","303","303","0.45"
"K","uss","2","2008","276","278","292","161","159","164","303","303","303","0.57"
"K","uss","2","2009","243","218","270","116","112","123","299","296","302","0.72"
"K","uss","2","2010","273","270","288","103","92","92","303","303","303","0.69"
"K","uss","2","2011","208","192","214","165","164","167","303","303","303","0.61"
"K","uss","2","2012","265","256","277","95","92","95","303","303","303","0.57"
"K","uss","2","2013","254","246","259","182","181","190","302","303","303","0.43"
"K","uss","2","2014","232","202","274","128","92","178","303","303","303","0.55"
"K","uss","2","2015","214","203","220","160","159","161","302","303","303","0.64"
"K","uss","2","2016","271","262","280","150","144","152","303","303","303","0.44"
"K","uss","2","2017","185","178","183","169","167","171","229","194","254","0.13"
