"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"J","ps","1","peak","1.17","0.91","1.47","0.33","1.93"
"J","ps","1","first","0.24","-0.07","0.59","-0.78","1.15"
"J","ps","1","last","1.88","1.6","2.19","0.94","2.76"
"J","ps","1","peak.20012016","0.45","-0.67","1.55","-2.81","4.09"
"J","ps","1","first.20012016","1.82","0.99","2.64","-0.84","4.24"
"J","ps","1","last.20012016","-0.21","-0.56","0.14","-1.22","0.85"
