"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"J","ps","1","peak","1.17","0.71","1.61","0.33","1.93"
"J","ps","1","first","0.53","-0.25","1.28","-0.81","1.82"
"J","ps","1","last","0.95","0.2","1.73","-0.32","2.27"
"J","ps","1","peak.20012016","0.45","-1.41","2.38","-2.81","4.09"
"J","ps","1","first.20012016","2.44","0.61","4.24","-0.59","5.51"
"J","ps","1","last.20012016","-1.23","-2.8","0.22","-3.6","1.09"
