"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"J","uss","2","peak","0.35","-0.81","1.61","-1.05","1.81"
"J","uss","2","first","-1.27","-1.79","-0.76","-1.89","-0.68"
"J","uss","2","last","1.32","0.95","1.7","0.88","1.78"
"J","uss","2","peak.20012016","2.78","-1.67","7.92","-2.34","8.7"
"J","uss","2","first.20012016","-0.5","-0.95","-0.08","-1.07","-0.01"
"J","uss","2","last.20012016","0.79","0.39","1.18","0.28","1.26"
