"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"L","ps","1","peak","1.09","0.63","1.55"
"L","ps","1","first","1.83","-1.7","4.68"
"L","ps","1","last","1.97","-1.91","5.76"
"L","ps","1","peak.20012016","-0.21","-1.44","1.17"
"L","ps","1","first.20012016","1.13","-11.14","11.44"
"L","ps","1","last.20012016","-0.15","-6.22","9.94"
