"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"K","uss","2","peak","0.93","0.41","1.43","0.01","1.78"
"K","uss","2","first","-0.33","-0.78","0.11","-1.09","0.42"
"K","uss","2","last","0.65","0.28","1.02","0.09","1.3"
"K","uss","2","peak.20012016","1.31","-0.24","2.83","-1.43","3.91"
"K","uss","2","first.20012016","0.82","-0.36","1.89","-0.8","2.63"
"K","uss","2","last.20012016","-1","-1.76","0.14","-2.05","1.06"
