"pod","region","season","year","peak.psi","peak.lcl","peak.ucl","first.psi","first.lcl","first.ucl","last.psi","last.lcl","last.ucl","mean.psi"
"K","uss","2","1978","211","204","221","179","181","187","303","303","303","0.2"
"K","uss","2","1979","190","186","193","163","166","174","303","303","303","0.21"
"K","uss","2","1980","213","206","219","174","172","180","293","299","303","0.19"
"K","uss","2","1981","215","204","253","113","92","153","266","262","273","0.25"
"K","uss","2","1982","240","235","251","200","176","225","266","258","278","0.13"
"K","uss","2","1983","199","194","208","123","92","163","274","269","285","0.32"
"K","uss","2","1984","211","181","286","157","156","165","302","303","303","0.36"
"K","uss","2","1985","181","174","189","149","148","154","287","273","303","0.37"
"K","uss","2","1986","170","163","175","143","143","148","294","286","303","0.39"
"K","uss","2","1987","191","178","204","147","147","153","299","296","303","0.52"
"K","uss","2","1988","179","173","183","151","150","154","303","303","303","0.46"
"K","uss","2","1989","175","164","183","135","130","145","290","282","303","0.33"
"K","uss","2","1990","195","186","199","120","111","128","280","275","289","0.41"
"K","uss","2","1991","179","172","189","126","124","140","241","219","303","0.51"
"K","uss","2","1992","249","240","281","140","130","157","293","281","303","0.44"
"K","uss","2","1993","249","242","282","100","92","112","294","284","303","0.56"
"K","uss","2","1994","180","175","186","151","149","154","276","264","303","0.32"
"K","uss","2","1995","209","158","243","136","134","139","270","266","275","0.47"
"K","uss","2","1996","173","170","179","147","146","151","277","268","303","0.39"
"K","uss","2","1997","190","153","291","131","129","134","303","303","303","0.64"
"K","uss","2","1998","251","252","282","143","142","147","298","293","303","0.61"
"K","uss","2","1999","231","223","247","160","159","164","278","272","289","0.43"
"K","uss","2","2000","184","180","189","160","159","163","281","275","292","0.3"
"K","uss","2","2001","187","162","226","133","132","136","296","291","303","0.65"
"K","uss","2","2002","192","168","233","130","130","140","294","287","303","0.64"
"K","uss","2","2003","203","189","223","146","147","152","302","303","303","0.64"
"K","uss","2","2004","225","219","234","186","185","188","303","303","303","0.51"
"K","uss","2","2005","252","246","262","140","144","149","297","294","303","0.57"
"K","uss","2","2006","227","218","246","150","148","161","295","287","303","0.52"
"K","uss","2","2007","257","218","293","177","179","184","303","303","303","0.45"
"K","uss","2","2008","276","278","296","157","155","162","303","303","303","0.57"
"K","uss","2","2009","243","218","275","113","108","123","300","298","303","0.72"
"K","uss","2","2010","273","270","291","100","92","145","303","303","303","0.69"
"K","uss","2","2011","208","192","244","164","163","166","303","303","303","0.61"
"K","uss","2","2012","265","256","284","93","92","96","303","303","303","0.57"
"K","uss","2","2013","254","246","268","173","167","187","303","303","303","0.43"
"K","uss","2","2014","232","202","283","113","92","176","303","303","303","0.55"
"K","uss","2","2015","214","203","230","158","157","161","302","303","303","0.64"
"K","uss","2","2016","271","262","286","143","139","150","303","303","303","0.44"
"K","uss","2","2017","185","178","185","166","164","170","247","248","263","0.13"
