"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"J","uss","2","peak","1.01","0.26","1.71","-0.19","2.18"
"J","uss","2","first","-0.76","-1.01","-0.51","-1.21","-0.32"
"J","uss","2","last","1.12","0.86","1.4","0.7","1.63"
"J","uss","2","peak.20012016","6.49","0.95","11.28","-4.05","14.9"
"J","uss","2","first.20012016","1.1","0.86","1.31","0.7","1.79"
"J","uss","2","last.20012016","0.39","0.06","0.7","-0.13","0.9"
