"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"L","ps","1","peak","1.07","0.87","1.29","0.41","1.65"
"L","ps","1","first","1.34","0.96","1.79","-0.04","2.38"
"L","ps","1","last","1.53","1.07","2.05","-0.08","2.81"
"L","ps","1","peak.20012016","-0.47","-1.03","0.03","-2.21","1.58"
"L","ps","1","first.20012016","1.21","0.22","2.19","-1.35","3.92"
"L","ps","1","last.20012016","-1.48","-1.9","-1.07","-2.59","-0.25"
