"pod","region","season","phase","slope.mn","slope.lci","slope.uci","2.5%","97.5%"
"L","uss","2","peak","0.21","-0.04","0.48","-0.52","0.99"
"L","uss","2","first","-1.59","-1.81","-1.37","-2.23","-0.92"
"L","uss","2","last","1.06","0.87","1.24","0.57","1.61"
"L","uss","2","peak.20012016","-1.14","-2.16","-0.14","-4.02","1.76"
"L","uss","2","first.20012016","0.27","-0.04","0.58","-0.76","1.19"
"L","uss","2","last.20012016","-0.07","-0.22","0.1","-0.57","0.37"
