"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"K","uss","2","peak","0.92","0.33","1.49"
"K","uss","2","first","-0.33","-0.82","0.16"
"K","uss","2","last","0.68","0.28","1.12"
"K","uss","2","peak.20012016","1.18","-0.61","2.86"
"K","uss","2","first.20012016","0.83","-0.47","2.02"
"K","uss","2","last.20012016","-0.83","-1.66","0.72"
