"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"K","ps","1","peak","1.07","0.54","1.58"
"K","ps","1","first","1.62","0.58","2.62"
"K","ps","1","last","2.77","1.79","3.73"
"K","ps","1","peak.20002016","1.61","-0.84","1.58"
"K","ps","1","first.20002016","2.54","0.14","5.04"
"K","ps","1","last.20002016","2.77","1.79","3.73"
