"pod","region","season","phase","slope.mn","slope.lci","slope.uci"
"L","ps","1","peak","-0.65","-1.03","-0.27"
"L","ps","1","first","-0.99","-1.38","-0.61"
"L","ps","1","last","0.12","-0.35","0.59"
