Sight.Date,Time,Location,Location.2,ActLat,ActLong,Species,Pod,LikelyPod,Count,Direction,Comments,Channel,Source,ReportingParty,Hydrophone,Harrassment,SJCStranding,OtherStranding,FieldInvestigation,LevelANumber,RecordID,FishArea,Quadrant
12/11/03,15:00,Commencement Bay,,,,Orca,K,,,W,"K-7, K-14, K-16, K-21, K-26 wrestling with calf K-36, K-35; still scattered",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6671,11,421
12/11/03,14:20,Commencement Bay,,,,Orca,K,,,,"Non-directional, scattered, foraging",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6670,11,421
12/11/03,12:10,Gold Beach,,,,Orca,K,,,S,Very scattered,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6669,11,420
12/11/03,11:30,Robinson Point,,,,Orca,K,,,S,,Orca Net,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6668,11,419
12/11/03,9:30,Point Beals,,,,Orca,K,,,S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6667,11,415
12/11/03,9:00,Dolphin Point,,,,Orca,K,,,S,Very scattered,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6666,11,414
12/12/03,11:10,Three Tree Point (aka Point Pully),,,,Orca,K,,,S,Still scattered,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6884,11,416
12/12/03,15:45,Tahlequah,,,,Orca,K,,,,"Stateler informant reported seeing whales, no further info.",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6678,11,420
12/12/03,14:15,Gold Beach,,,,Orca,K,,,S,Slow movement,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6677,11,420
12/12/03,12:45,Robinson Point,,,,Orca,K,,,,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6676,11,419
12/12/03,10:20,Point Beals,,,,Orca,K,,,S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6675,11,414
12/12/03,9:40,Point Beals,"Fauntleroy, 2 mi. S of ferry lanes",,,Orca,K,,,S,"Scattered, foraging; K-14, K-21, K-36, K-40",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6674,11,415
12/12/03,9:00,Fauntleroy,,,,Orca,K,,,S,Very scattered singles and pairs,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6673,10,414
12/14/03,17:00,Tahlequah,,,,Orca,K,,,,Info from Tahlequah informant.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6682,11,420
12/14/03,15:50,Gold Beach,,,,Orca,K,,,S,Some foraging behavior,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6681,11,420
12/14/03,14:45,Robinson Point,,,,Orca,K,,,S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6680,11,419
12/14/03,12:30,Dolphin Point,,,,Orca,K,,3,S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6679,11,414
12/19/03,20:00,Cove,,,,Orca,K,,,N,"Blows heard, whales not seen",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6691,11,417
12/19/03,17:00,Tahlequah,,,,Orca,K,,,,Informant report,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6690,11,420
12/19/03,15:55,Gold Beach,,,,Orca,K,,,S,Tight rest pattern,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6689,11,420
12/19/03,15:10,Robinson Point,,,,Orca,K,,,SW,parallel to Maury Is. Shore,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6688,11,419
12/19/03,14:25,Luana Beach,,,,Orca,K,,,,Whales tightening from being widely scattered as they approach the beach.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6687,11,416
12/19/03,13:35,Point Heyer,,,,Orca,K,,,SW,"K-20, K-40",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6686,11,416
12/19/03,13:00,Point Beals,,,,Orca,K,,,S,"Very scattered, foraging",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6685,11,415
12/19/03,12:20,Dolphin Point,,,,Orca,K,,,S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6684,11,414
12/19/03,10:00,Bainbridge,,,,Orca,K,,,S,Informant report.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6683,10,408
12/20/03,17:30,Cove,,,,Orca,K,,,N,"Whales heard blowing, not seen",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6696,11,417
12/20/03,16:00,Point Richmond,,,,Orca,K,,,,Foraging,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6695,11,418
12/20/03,15:30,Point Sandford,,,,Orca,K,,,S,Fast speed,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6694,11,418
12/20/03,14:40,"Colvos Passage, N half","Pt. Southworth, 3 mi. S",,,Orca,K,,,S,"K-12, K-22, K-28, K-31, K-33",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6693,11,417
12/20/03,14:00,Cove,,,,Orca,K,,,N,"Scattered, no bulls.",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6692,11,417
12/26/03,12:56,Three Tree Point (aka Point Pully),,,,Orca,K,,,,"All whales at fast speed; K-14, K-16, K-21, K-25, K-35, K-36",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6885,11,416
12/26/03,15:45,Restoration Point,,,,Orca,K,,,N,,Orca Net,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6702,10,410
12/26/03,14:20,Dolphin Point,,,,Orca,K,,,N,"New calf detected, K-37, with group of 6-7 females and juveniles.",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6701,11,414
12/26/03,14:00,Dolphin Point,,,,Orca,K,,,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6700,11,414
12/26/03,12:30,Point Beals,,,,Orca,K,,,S,Foraging,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6699,11,415
12/26/03,12:00,"Dolphin Point, S of",,,,Orca,K,,,,"K-7, K-21, K-40; some whales grouped, others foraging",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6698,11,415
12/26/03,11:20,Point Williams,,,,Orca,K,,,S,Scattered,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6697,10,414
12/27/03,15:30,Neill Point,,,,Orca,K,,,,Foraging for over an hour.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6705,11,420
12/27/03,13:15,Robinson Point,,,,Orca,K,,,,"New calf sighted among group of females and juveniles; K-20, K-21, K-14+36, K-25.",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6704,11,419
12/27/03,11:30,Point Beals,,,,Orca,K,,,S,Informant report,Orca Net,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6703,11,415
12/31/03,17:00,Dolphin Point,,,,Orca,K,,,S,"Females, juveniles, and calves sighted.",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6707,11,414
12/31/03,16:20,Dolphin Point,,,,Orca,K,,4+,,"Very scattered, foraging; K-20, K-40",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6706,11,414
1/1/04,16:00,Alki Point,,,,Orca,K,,,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6796,10,413
1/1/04,15:15,Point Williams,,,,Orca,K,,,N,"K-13, K-21, K-22, K-40",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6795,10,414
1/1/04,14:00,Three Tree Point (aka Point Pully),,,,Orca,K,,,N,Fairly tight formation.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6794,11,416
1/1/04,13:15,Robinson Point,,,,Orca,K,,,N,Luana informant report.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6793,11,419
1/9/04,16:30,Point Williams,,,,Orca,L,,,N,Fairly tight formation.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6800,10,414
1/9/04,15:00,Robinson Point,,,,Orca,L,,,N,"Most whales were close to beach; fast, sporadic surfacings.",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6799,11,419
1/9/04,14:15,Gold Beach,,,,Orca,L,,,N,Tight rest pattern.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6798,11,420
1/9/04,12:15,Point Defiance,,,,Orca,L,,,,Informant report.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,6797,11,422
5/19/04,15:00,Dyes Inlet,,,,Orca,T,,,,"3-hr observation period: whales generally grouped close together, meandered throughout entire inlet, abruptly variable speeds.",Other,Sears,,FALSE,TRUE,FALSE,FALSE,FALSE,,6803,10,411
9/14/04,18:00,Andrews Bay,,,,Orca,"J,L",,,,,Orca Net,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,7161,7,176
11/12/04,13:00,Kingston,,,,Orca,"J,K",,,S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9554,10,401
11/13/04,16:30,"Blake Island, E of",,,,Orca,K,,,S,Widely scattered and foraging intensively,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9529,10,413
11/16/04,17:00,East Passage,,,,Orca,K,,,N,Scattered and foraging,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9530,11,420
11/16/04,15:30,"Colvos Passage, no specifics",,,,Orca,K,,,S,Maintained tight travel pattern,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9528,11,
11/20/04,13:00,Point Beals,,,,Orca,K,,,N,Mixed behaviors; variety of vessels following whales,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9531,11,415
11/22/04,16:40,"Vashon Island, NE tip",,,,Orca,J,,,,Scattered widely and foraging intensively,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9533,11,414
11/22/04,14:45,Elliott Bay,,,,Orca,J,,,S,Scattered widely and foraging intensively,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9532,10,409
11/23/04,15:45,Dolphin Point,,,,Orca,K,,,N,"Exhibited very slow, tight rest pattern with brief opportunistic foraging",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9534,11,414
12/1/04,13:00,"Blake Island, E of",,,,Orca,"J,K",,,N,"Traveling in mixed groups, mid-channel.  Occasionally foraging and exhibiting active social behavior and surface displays.",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9535,10,413
12/2/04,14:20,Restoration Point,,,,Orca,"J,K",,,N,Whales had been in resting pattern since Blake Island but broke up into foraging groups again off of Bainbridge.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9537,10,410
12/2/04,10:20,Dolphin Point,,,,Orca,"J,K",,,N,Very active foraging; K34 spotted with chum salmon,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9536,11,414
12/21/04,16:00,Yeomalt Point,,,,Orca,"J,K",,,N,"Around Eagle Harbor both pods together shifted direction, swimming slowly in a large oblong circle counter-clockwise before resuming prior northerly direction.",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9539,10,408
12/21/04,10:00,Robinson Point,,,,Orca,"J,K",,,N,New calf - J40 - documented for first time.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9538,11,419
12/21/04,,"Colvos Passage, no specifics",,,,Orca,J,,,,"J-14's calf was one of the whales, getting lots of attention and surrounded by other juvenile and female whales",Orca Network,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,7496,11,
12/22/04,14:45,"Colvos Passage, no specifics",,,,Orca,"J,K",,,N,New calf - K38 - documented for the first time.  Born within previous 24-hour period.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9540,11,
12/22/04,,"Colvos Passage, no specifics",,,,Orca,K,,,,"K-20's calf was one of the whales, getting lots of attention and surrounded by other juvenile and female whales",Orca Network,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,7497,11,
12/25/04,11:10,Brace Point,,,,Orca,K,,,N,Actively foraging,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9541,10,414
12/26/04,16:25,Alki Point,,,,Orca,K,,,N,Many vessels following whales; whales exhibiting longer down times than normal.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9543,10,413
12/26/04,8:50,Fauntleroy,,,,Orca,K,,,S,Very active foraging as whales moved south.  Reversed direction at Pt. Robinson and began 2 hr. period of social activity.  Several vessels following whales,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9542,10,414
12/27/04,15:20,Point Beals,,,,Orca,K,,,S,Widely scattered pod; foraging behaviors apparent,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9544,11,415
12/28/04,15:45,Point Peter,,,,Orca,K,,,N,"Small scattered subgroups and pairs alternating between travel, rest, and occasional foraging opportunities.",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9545,11,417
12/29/04,12:50,Point Williams,,,,Orca,,,,,Appeared to be foraging on Allen Bank,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9559,10,414
12/31/04,15:55,Point Vashon,,,,Orca,K,,,S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9571,10,412
12/31/04,14:45,Allan Island,,,,Orca,K,,,S,All vessels have now departed and whales immediately lengthen surface periods from 90-120 secs. to 3-4 minutes.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9570,10,414
12/31/04,14:30,"Blake Island, SE of",,,,Orca,K,,,S,"Whales tight together, moving fast",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9569,10,414
12/31/04,13:55,"Blake Island, E of",,,,Orca,K,,,SW,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9568,10,413
12/31/04,13:30,Restoration Point,,,,Orca,K,,,S,4 vessels with whales,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9567,10,410
12/31/04,12:00,"Colvos Passage, no specifics",,,,Orca,K,,,N,Several vessels with the whales as they exit the Passage.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9566,11,
1/1/05,,Maury Island,,,,Orca,Ts,,,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9572,11,419
1/3/05,11:30,"Colvos Passage, N half",,,,Orca,K,,,"N, then S","Whales traveled up Colvos towards Blake, foraged for a while, then headed S again back into Colvos.",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9546,11,417
1/10/05,11:45,Dolphin Point,,,,Orca,K,,,S,"As whales traveled S, alternated between foraging, social activity, and a bit of resting thrown in.",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9547,11,414
1/12/05,16:00,Alki Point,,,,Orca,K,,,N,Whales intensively foraging between Alki Pt. and Tango buoy.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9549,10,413
1/12/05,14:00,"Colvos Passage, N half",,,,Orca,K,,,N,Moving rapidly northbound with intensive foraging.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9548,11,417
1/13/05,16:30,Dalco Passage,,,,Orca,K,,,W,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9552,11,420
1/13/05,15:00,Robinson Point,,,,Orca,K,,,S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9551,11,419
1/13/05,13:00,Point Beals,,,,Orca,K,,,S,Widely scattered; foraging.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9550,11,415
3/8/05,9:45,Fauntleroy,,,,Orca,J,,,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,9553,10,414
2/5/06,12:00,Skiff Point,,,,Orca,Ts,,~12,NE,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13657,10,408
2/5/06,11:25,Yeomalt Point,,,,Orca,Ts,,~12,,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13656,10,408
2/5/06,10:45,Restoration Point,,,,Orca,Ts,,~12,,Group engaged in an apparent mock attack on a CA sea lion,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13655,10,410
2/5/06,9:40,"Blake Island, E of",,,,Orca,Ts,,~12,E,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13654,10,413
2/5/06,9:00,"Blake Island, E of",,,,Orca,Ts,,~12,N,Seal interaction continues,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13653,10,413
2/5/06,8:15,Allan Island,,,,Orca,Ts,,~12,mill,Group engaged in interaction with a harbor seal - appeared to be play behavior rather than a serious attack.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13652,10,414
2/5/06,7:30,Allan Island,,,,Orca,Ts,,~12,mill,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13651,10,414
2/13/06,17:15,Point Richmond,,,,Orca,Ts,,20+,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13666,11,418
2/13/06,16:40,Point Richmond,,,,Orca,Ts,,20+,,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13665,11,418
2/13/06,16:05,Point Dalco,,,,Orca,Ts,,20+,,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13664,11,420
2/13/06,15:20,Tahlequah,,,,Orca,Ts,,20+,,Lots of surface displays,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13663,11,420
2/13/06,15:00,Dalco Passage,,,,Orca,Ts,,20+,WNW,Behaving more like southern residents at this point,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13662,11,420
2/13/06,14:20,"Browns Point, S of",,,,Orca,Ts,,20+,,Possible prey/kill - whales vocalizing above surface with seagulls hovering around,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13661,11,421
2/13/06,13:55,Commencement Bay,,,,Orca,Ts,,20+,mill,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13660,11,421
3/4/06,17:40,Allan Island,,,,Orca,KL,,,N,Very rough waters; L-74 only whale successfully documented.,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13671,10,414
6/20/06,18:20,Alki Point,,,,Orca,Ts,,6-7,S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13672,10,413
6/29/06,8:40,Blakely Rock,,,,Orca,Ts,,~6,,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13681,10,410
6/29/06,8:30,Restoration Point,,,,Orca,Ts,,~6,,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13680,10,410
6/29/06,7:55,"Blake Island, N of",,,,Orca,Ts,,~6,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13679,10,412
6/30/06,19:20,Prospect Point,,,,Orca,Ts,,5,S,"ID'd as T101, 101A, 101C, 102, and 124C",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13688,11,417
6/30/06,19:05,Cove,,,,Orca,Ts,,5,SW,"ID'd as T101, 101A, 101C, 102, and 124C",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13687,11,417
6/30/06,18:30,Fern Cove,,,,Orca,Ts,,5,S,"Lots of vessels in area and whales doing long soundings; ID'd as T101, 101A, 101C, 102, and 124C",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13686,11,417
6/30/06,18:07,"Colvos Passage, N half",,,,Orca,Ts,,5,,"ID'd as T101, 101A, 101C, 102, and 124C",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13685,11,417
6/30/06,17:50,Allan Island,,,,Orca,Ts,,5,,"ID'd as T101, 101A, 101C, 102, and 124C",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13684,10,414
6/30/06,17:10,"Restoration Point, S of",,,,Orca,Ts,,5,,"ID'd as T101, 101A, 101C, 102, and 124C",Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13683,10,412
8/16/06,10:00,West Point,,,,Orca,Ts,,~15,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13693,10,408
8/16/06,9:05,Elliott Bay,,,,Orca,Ts,,~15,NW,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13692,10,409
8/16/06,8:35,Duwamish Head,,,,Orca,Ts,,~15,SE,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13691,10,409
8/16/06,8:00,Alki Point,,,,Orca,Ts,,~15,NE,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13690,10,413
10/18/06,16:30,Ketron Island,,,,Orca,KL,,,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13700,13,426
10/18/06,16:10,"Anderson Island, S tip",,,,Orca,KL,,,N,Very slow rest mode,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13699,13,427
10/18/06,15:45,Ketron Island,,,,Orca,KL,,,S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13698,13,426
11/18/06,14:32,Useless Bay,,,,Orca,JKL,,,N,Slowly moving north in tight groups,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13713,9,396
11/18/06,14:25,Useless Bay,,,,Orca,JKL,,,,Large tanker navigates through tight resting superpod,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13712,9,396
11/18/06,14:08,"Point no Point, Kitsap Peninsula",,,,Orca,JKL,,,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13711,9,397
11/18/06,13:51,Skunk Bay,,,,Orca,JKL,,,SE,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13710,9,395
11/18/06,13:27,Double Bluff,,,,Orca,JKL,,,S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13709,9,394
11/18/06,13:19,Double Bluff,,,,Orca,JKL,,,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13708,9,394
11/18/06,12:48,Useless Bay,,,,Orca,JKL,,,NE,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13707,9,396
11/18/06,12:36,Useless Bay,,,,Orca,JKL,,,NE,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13706,9,396
11/18/06,12:17,"Point no Point, Kitsap Peninsula",,,,Orca,JKL,,,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13705,9,397
11/18/06,11:55,"Point no Point, Kitsap Peninsula",,,,Orca,JKL,,,,Scattered with a variety of behaviors being displayed,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13704,9,397
11/18/06,11:15,"Point no Point, Kitsap Peninsula",,,,Orca,JKL,,,NNE,Mixed behaviors,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13703,9,397
11/18/06,10:55,"Point no Point, S of",,,,Orca,JKL,,,,Scattered and actively foraging,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13702,9,400
11/5/07,15:30,Olalla,,,,Orca,J,,,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13535,11,417
11/5/07,14:40,Point Richmond,,,,Orca,J,,,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13534,11,418
11/5/07,14:10,"Colvos Passage, S half",,,,Orca,J,,,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13533,11,418
11/5/07,13:40,Dalco Passage,,,,Orca,J,,,W,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13532,11,420
11/5/07,13:00,Dalco Passage,,,,Orca,J,,,,Foraging,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13531,11,420
11/5/07,12:47,Piner Point,,47.35,-122.4322,Orca,J,,,,Prey remains recovery event,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13530,11,420
11/5/07,12:00,Robinson Point,,,,Orca,J,,,S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13529,11,419
11/5/07,8:30,"Blake Island, E of",,,,Orca,J,,,S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13528,10,413
11/7/07,16:31,Yeomalt Point,,47.63,-122.4695,Orca,J,,,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13546,10,408
11/7/07,16:06,Blakely Rock,,47.60,-122.4673,Orca,J,,,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13545,10,410
11/7/07,15:21,Alki Point,,47.56,-122.4462,Orca,J,,,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13544,10,413
11/7/07,14:52,Alki Point,,47.55,-122.4358,Orca,J,,,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13543,10,413
11/7/07,14:07,Point Williams,,47.53,-122.4321,Orca,J,,,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13542,10,414
11/7/07,13:38,Allan Island,,47.53,-122.4416,Orca,J,,,,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13541,10,414
11/7/07,13:11,Point Williams,,47.53,-122.4318,Orca,J,,,,Prey remains recovery event,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13540,10,414
11/7/07,12:39,Point Williams,,47.53,-122.4262,Orca,J,,,,L43 first seen - born during previous 45 hours as not spotted on 11/5/07,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13539,10,414
11/7/07,11:45,"Blake Island, E of",,,,Orca,J,,,,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13538,10,413
11/7/07,10:10,Point Williams,,,,Orca,J,,,S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13537,10,414
11/7/07,8:15,Bremerton ferry,,,,Orca,J,,,S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13536,10,410
11/9/07,15:57,"Spring Beach, Vashon Island",,47.38,-122.5361,Orca,J,,,SE,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13553,11,418
11/9/07,15:21,Point Richmond,,47.38,-122.5374,Orca,J,,,N then S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13552,11,418
11/9/07,15:12,Point Richmond,,47.37,-122.537,Orca,J,,,N,No sign of J2s with new calf,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13551,11,418
11/9/07,14:18,"Colvos Passage, S half",,47.33,-122.5305,Orca,J,,,NW,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13550,11,418
11/9/07,13:00,Gold Beach,,,,Orca,J,,,S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13549,11,420
11/9/07,12:10,Robinson Point,,,,Orca,J,,,S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13548,11,419
11/9/07,10:30,Dolphin Point,,,,Orca,J,,,S,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13547,11,414
11/21/07,15:40,Robinson Point,,,,Orca,J,,,N,,Other,Sears,,FALSE,FALSE,FALSE,FALSE,FALSE,,13563,11,419
